nombre|artista|duracion
Juke Box Hero|Foreigner|259800
Working for the Weekend|Loverboy|221000
Sweet Home Alabama|Lynyrd Skynyrd|281147
Immigrant Song - Remaster|Led Zeppelin|146250
21 Guns|Green Day|321093
Ridin'|Chamillionaire|303053
"Rasputin - 7"" Version"|Boney M.|220733
DJ Got Us Fallin' In Love (feat. Pitbull)|Usher|220800
Carry on Wayward Son|Kansas|323000
Glory|Bastille|281866
Down Under|Men At Work|220867
You Make Me Feel... (feat. Sabi)|Cobra Starship|215693
Ride|Twenty One Pilots|214507
Radioactive|Imagine Dragons|186813
My Songs Know What You Did In The Dark (Light Em Up)|Fall Out Boy|186827
Irresistible|Fall Out Boy|206507
Miss Jackson (feat. LOLO)|Panic! At The Disco|192053
Whatever It Takes|Imagine Dragons|201240
Somebody Told Me|The Killers|197160
Moves Like Jagger - Studio Recording From The Voice Performance|Maroon 5|201160
Party Rock Anthem|LMFAO|262173
Flaws|Bastille|218800
Pour Some Sugar On Me - Remastered 2017|Def Leppard|267307
Deja Vu (Initial D)|Tsuko G.|250942
You Really Got Me - 2015 Remaster|Van Halen|156147
Hold the Line|TOTO|235800
Rio - 2009 Remaster|Duran Duran|337333
Here I Go Again 87 - 2017 Remastered Version|Whitesnake|275693
Stacy's Mom|Fountains Of Wayne|197987
Fortunate Son|Creedence Clearwater Revival|140773
Thriller|Michael Jackson|358053
Wake Me Up Before You Go-Go - Remastered|Wham!|232280
Life Is A Highway - Remastered Version|Rascal Flatts|276267
Seven Nation Army|The White Stripes|231800
You Give Love A Bad Name|Bon Jovi|222707
I'm Gonna Be (500 Miles)|The Proclaimers|219467
You Make My Dreams - Remastered|Daryl Hall & John Oates|187431
Some Nights|fun.|277040
Cruise|Florida Georgia Line|208960
Everybody Talks|Neon Trees|177280
Thunderstruck|AC/DC|292880
Animal|Neon Trees|212293
Rock You Like A Hurricane|Scorpions|252493
Any Way You Want It|Journey|201693
Don't Bring Me Down|Electric Light Orchestra|243373
Separate Ways (Worlds Apart)|Journey|323707
One Way Or Another|Blondie|217364
Take Me Home, Country Roads - Rerecorded|John Denver|197813
Angel With A Shotgun|The Cab|221387
Animals|Maroon 5|231013
Blame It On Waylon|Josh Thompson|212648
Piano Man|Billy Joel|336093
I Wanna Get Better|Bleachers|204400
One Week|Barenaked Ladies|169760
We're Not Gonna Take It|Twisted Sister|219667
(I Just) Died In Your Arms|Cutting Crew|278627
Don't Stop Me Now - 2011 Mix|Queen|209413
More Than a Feeling|Boston|285133
Beat It - Single Version|Michael Jackson|258040
Losing My Religion|R.E.M.|268427
Your Love|The Outfield|221840
Paradise City|Guns N' Roses|406307
Back In Black|AC/DC|255493
Livin' On A Prayer|Bon Jovi|249293
American Pie|The Deep Dixie Boys|276079
Gangsta's Paradise|Coolio|240693
92 Explorer|Post Malone|211427
I Believe in Us|LÉON|202147
Another One|Kim Petras|225245
Good News|K.Flay|211027
Adore You|Maisie Peters|198280
There Will Be Blood|Kim Petras|197652
Sims|Lauv|155075
9 2 5|Terror Jr|156764
Burnout|EXES|172387
Stole Your Car|Charlotte Lawrence|215786
Sweet Little Lies|bülow|175067
Safe|Daya|200661
Bad|Lennon Stella|177973
Water Fountain|Alec Benjamin|218893
Perfect|Brooke Alexx|142859
Nervous|Evan Blum|178909
Problems|A R I Z O N A|171898
King of the Doves|Mating Ritual|209000
Walking (feat. Swae Lee & Major Lazer)|88rising|167080
BATSHiT|Girl Wilde|172000
Waste My Youth|GALXARA|213633
Afterlife|Hailee Steinfeld|209200
Not Going Out Tonight|Jack Newsome|155000
American Spirit|Meg & Dia|221396
Peachy Keen|L Devine|148238
Superlove (feat. Oh Wonder)|Whethan|184814
Bachelorette|Ashe|213964
Playground|More Giraffes|185016
Flares|The Script|229320
Hungover You|Hazey Eyes|184186
Picture (In My Brain)|Trynket|202411
Never Gonna Get Away|Refs|181923
Losers|Frawley|201467
Middle Name|Thomston|241839
Wait|IRIS|205576
Out of Place|Brooke Sierra|178105
Love Me Too|Joseph Tilley|202500
Mad Man|Jena Rose|187054
Lemontree|Julian Daniel|164046
365|Ben Zaidi|166590
Joyride|SONIA|161734
FOR YOUR EYES ONLY|Cashmere Cat|188674
Thought We Were in Love|CALI JEWLS|193469
Anywhere u go|Tove Lo|189605
Home To You|Sigrid|221587
The Way I Loved You (RAC Mix)|REYNA|185387
On & On - Mixed|MØ|210559
colorblind|Mokita|193977
Black Heart|James Quick|200000
THAT BITCH|Bea Miller|201102
Graduation (with Juice WRLD)|benny blanco|177847
Over That|Emily Vaughn|205371
Yellow Hearts|Ant Saunders|223256
useless|RUFUS|156522
Deliriously Good|Rat City|213622
Wild Girl|Kito|194088
Do You Ever?|Phil Good|150000
Be Fine (feat. Wafia)|Ekali|159661
Get Stüpid|bülow|172800
Back To You|Wells*|200000
Workin' On It|Meghan Trainor|181291
Sleepless|Chymes|166000
Push My Luck|The Chainsmokers|181844
Regulars|Allie X|221783
Straight From The Bottle|Terror Jr|167509
Margaret's Hymn|Deborah's Child|246741
Kissing Other People|Lennon Stella|161627
Minute|Parson James|174067
Criminal|Grey|148880
So Good|Dove Cameron|157533
FUCK IT UP|Hearts & Colors|188221
Trippin'|Becoming Young|222535
Sweettalk my Heart - Team Salut Remix|Tove Lo|179057
Lovely|Fly By Midnight|176975
Sad Songs In The Summer|Olivia O'Brien|178000
Born to Rule|Transviolet|172235
Tongue Tied (with YUNGBLUD & blackbear)|Marshmello|185806
Mean It|Lauv|232853
Tokyo Drifting (with Denzel Curry)|Glass Animals|217693
Gold Jacket|Sam Tsui|266400
Misery|Cashae|161318
4runner|prettyboyshav|248314
Crazy Stupid Bitch|Annika Grace|178833
About Last Night|Kid Elliot|177838
Unstoppable|AJ Mitchell|195112
Rolling Thunder|Yoshi Flower|169068
One Second|Josh Arce|201504
Hotel Room|Lauren Sanderson|164348
Your Call Is Important to Us|Oscar Louis|159000
All I Do|ÊMIA|187256
You Said|Olmos|195200
Fuckboy|Dillistone|186667
Glue|Lee Bowie|182449
The Climb|Miley Cyrus|234520
Naturally|Selena Gomez & The Scene|202587
S.O.S.|Jonas Brothers|153347
Bad Romance|Lady Gaga|294573
I Knew You Were Trouble.|Taylor Swift|219720
Oops!...I Did It Again|Britney Spears|211160
Girlfriend|Avril Lavigne|216600
Want U Back|Cher Lloyd|214013
Royals|Lorde|190185
So What|P!nk|215160
Rockabye (feat. Sean Paul & Anne-Marie)|Clean Bandit|251173
A Thousand Miles|Vanessa Carlton|237493
Fight Song|Rachel Platten|204013
I'm Just a Kid|Simple Plan|198333
Just the Girl|The Click Five|234147
Misery Business|Paramore|211520
La La Land|Demi Lovato|196467
...Baby One More Time|Britney Spears|211067
Poker Face|Lady Gaga|237200
Slow Down|Selena Gomez|210293
Gotta Go My Own Way|Melodyia Music|214075
Just Wanna Be With You - Original Version|High School Musical Cast|156187
Turn Up the Music|Adam Hicks|176600
The Boys Are Back - Original Version|High School Musical Cast|224667
Breakaway|Kelly Clarkson|237000
Just Give Me a Reason (feat. Nate Ruess)|P!nk|242733
Our Song|Taylor Swift|203440
Mean|Taylor Swift|237747
What Makes You Beautiful|One Direction|199987
Fireflies|Owl City|228347
Beautiful Girls|Sean Kingston|225373
Hey, Soul Sister|Train|216773
Stereo Hearts (feat. Adam Levine)|Gym Class Heroes|210960
I'm Yours|Jason Mraz|242187
She Will Be Loved - Radio Mix|Maroon 5|259453
Locked Away|R. City|227480
The Lazy Song|Bruno Mars|190213
Dynamite|Taio Cruz|202613
Blah Blah Blah (feat. 3OH!3)|Kesha|172053
Bubbly|Colbie Caillat|196227
Heart Made Up On You|R5|179680
Smile|R5|201533
Hips Don't Lie (feat. Wyclef Jean)|Shakira|218093
Somebody To You|The Vamps|185098
Love The Way You Lie (Part II) - Pt. 2|Rihanna|296227
Piano's On The Beach|Jacques Renault|283841
The Less I Know The Better|Tame Impala|216319
White Sky|Vampire Weekend|178667
Take on Me|a-ha|225280
Funky Town|Lipps Inc.|239253
99 Luftballons|Nena|233000
Lovefool - Radio Edit|The Cardigans|193893
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio|Eiffel 65|283748
Dragostea Din Tei - Romanian Version|O-Zone|216033
Sweet Dreams (Are Made of This) - Remastered|Eurythmics|216933
Finally|CeCe Peniston|249067
Virtual Insanity - Remastered|Jamiroquai|228333
This Is America|Childish Gambino|225773
The Bad Touch|Bloodhound Gang|260507
TiK ToK|Kesha|199693
Irreplaceable|Beyoncé|227853
Just Can’t Get Enough|The Black Eyed Peas|219427
Bumpy Ride|Mohombi|224402
Cha Cha Slide - Hardino Mix|DJ Casper|221560
AM To PM|Christina Milian|231307
Pompen|Kraantje Pappie|154463
Crazy In Love (feat. Jay-Z)|Beyoncé|235933
DUELE EL CORAZON|Enrique Iglesias|200813
Just Dance|Lady Gaga|241933
Paparazzi|Lady Gaga|208307
Bad Romance|Lady Gaga|294573
Alejandro|Lady Gaga|274213
Poker Face|Lady Gaga|237200
Umbrella|Rihanna|275987
In My Head|Jason Derulo|199027
Problem|Ariana Grande|193920
Ai Se Eu Te Pego - Ao Vivo|Michel Teló|170449
Black Widow|Iggy Azalea|209423
Watskeburt?!|De Jeugd Van Tegenwoordig|375973
Replay|Iyaz|182307
Habiba|Boef|215978
The Way I Are|Timbaland|169413
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix|Jennifer Lopez|187840
This Is What You Came For|Calvin Harris|222160
Trap Queen|Fetty Wap|222093
Hotline Bling|Drake|267187
Havana|Camila Cabello|216897
La La La|Naughty Boy|222200
I Follow Rivers (You Deep Sea Baby)|Café Amargo|281639
Nobody To Love - Radio Edit|Sigma|185587
There is no other time|Klaxons|215667
I Loved You (feat. Melissa Steel)|Blonde|184705
My head is a Jungle - MK Remix [Radio Edit]|Wankelmut|207253
Every Single Piece - Radio Edit|Redondo|164250
Freestyler|Bomfunk MC's|172442
Together - Extended Mix|The Magician|264011
Right Here|Jess Glynne|220549
My Love|Route 94|262000
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners|Kungs|195547
I Wanna Feel - Radio Edit|Secondcity|185934
We Can Only Live Today (Puppy) - Original|Netsky|204308
Make Luv|Room 5|212413
Intoxicated - Original Mix|Martin Solveig|257280
Say Something - Zac Samuel Remix|Karen Harding|213135
The Party (This Is How We Do It) - Radio Edit|Joe Stone|185807
We Are Young (feat. Janelle Monáe)|fun.|250627
Lollipop|MIKA|183533
Grace Kelly|MIKA|187733
You Don't Know Me - Radio Edit|Jax Jones|213947
Opposite Of Adults|Chiddy Bang|193707
Adventure of a Lifetime|Coldplay|263787
Rather Be (feat. Jess Glynne)|Clean Bandit|227833
Blurred Lines|Robin Thicke|263053
Hymn for the Weekend|Coldplay|258827
I Feel It Coming|The Weeknd|269187
Paradise|Coldplay|278719
How Long|Charlie Puth|198237
Swimming Pools (Drank)|Kendrick Lamar|247800
Liquor Locker|Vic Mensa|258120
HUMBLE.|Kendrick Lamar|177000
Tiimmy Turner|Desiigner|239853
Oh My Darling Don't Cry|Run The Jewels|204840
Probleemkind|Esko|220404
Krantenwijk|Lil Kleine|202893
ELEMENT.|Kendrick Lamar|208733
King Kunta|Kendrick Lamar|234693
Boogie Wonderland|Mr. Belt & Wezol|168196
Make U Love Me|Tujamo|188160
Heads Will Roll|Yeah Yeah Yeahs|221000
Elastic Heart|Sia|257200
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]|Asaf Avidan & the Mojos|213187
Pompeii|Bastille|214148
Ain't Nobody (Loves Me Better)|Felix Jaehn|186147
Get Free (feat. Amber Coffman)|Major Lazer|291162
Feel It Still|Portugal. The Man|163251
Rhyme Or Reason|Eminem|301721
Love Game|Eminem|296953
Stressed Out|Twenty One Pilots|202333
Rain Or Shine|Young Fathers|229369
IDGAF|Dua Lipa|217947
Drag Me Down|One Direction|192120
There's Nothing Holdin' Me Back|Shawn Mendes|199440
I Like Me Better|Lauv|197437
Attention|Charlie Puth|208787
Dancing With A Stranger (with Normani)|Sam Smith|171030
Symphony (feat. Zara Larsson)|Clean Bandit|212733
The Middle|Zedd|184732
Look What You Made Me Do|Taylor Swift|211853
Lips Are Movin|Meghan Trainor|182667
Cheap Thrills|Sia|211667
Fancy|Iggy Azalea|199938
Big Plans|Why Don't We|179930
That's What I Like|Bruno Mars|206693
My My My!|Troye Sivan|204727
PILLOWTALK|ZAYN|202747
High Hopes|Panic! At The Disco|190947
Back to You (feat. Bebe Rexha & Digital Farm Animals)|Louis Tomlinson|190428
Young Dumb & Broke|Khalid|202547
Green Light|Lorde|234653
Cool Kids|Echosmith|237627
Mama|Jonas Blue|184134
ILYSB|LANY|211340
I Don't Wanna Love You Anymore|LANY|201178
She Looks So Perfect|5 Seconds of Summer|202496
Dance To This (feat. Ariana Grande)|Troye Sivan|231847
I'm a Mess - Acoustic|Bebe Rexha|153094
Firework|Katy Perry|227893
California Gurls|Katy Perry|234653
Déjà Vu|Katy Perry|197840
Save As Draft|Katy Perry|228653
Miami|Nicki Minaj|190747
Bon appétit|Katy Perry|227813
Chained To The Rhythm|Katy Perry|237733
Witness|Katy Perry|250507
Miss You More|Katy Perry|234280
Act My Age|Katy Perry|221613
Chun-Li|Nicki Minaj|191600
Hey Hey Hey|Katy Perry|214960
Youth feat. Khalid|Shawn Mendes|190867
POP/STARS|K/DA|191100
Poison|Rita Ora|202907
God is a woman|Ariana Grande|197547
sweetener|Ariana Grande|208493
no tears left to cry|Ariana Grande|205920
goodnight n go|Ariana Grande|189507
successful|Ariana Grande|227387
7 rings|Ariana Grande|178640
R.E.M|Ariana Grande|245667
Gorgeous|Taylor Swift|209680
R.E.M|Ariana Grande|245667
pete davidson|Ariana Grande|73813
raindrops (an angel cried)|Ariana Grande|37640
NASA|Ariana Grande|182000
ghostin|Ariana Grande|271467
break up with your girlfriend, i'm bored|Ariana Grande|190440
imagine|Ariana Grande|212267
Mercy|Shawn Mendes|208733
LLC|Nicki Minaj|221853
sweetener|Ariana Grande|208493
the light is coming (feat. Nicki Minaj)|Ariana Grande|228373
get well soon|Ariana Grande|322027
Can't Stop Singing|Ross Lynch|145920
Falling for Ya|Jordan Fisher|124613
"Can't Back Down - From ""Camp Rock 2: The Final Jam"""|Demi Lovato|199933
Not A Love Song|Austin Moon|182107
Me and You|Laura Marano|167440
Really Don't Care|Demi Lovato|201600
Steal My Girl|One Direction|228133
Come & Get It|Selena Gomez|231987
Eyes Wide Open|Sabrina Carpenter|192720
Watch Me|Bella Thorne|175347
"Something Real - From ""How to Build a Better Boy"""|China Anne McClain|162053
Breaking Free|Melodyia Music|209190
Starstruck|Christopher Wilde|175027
7 Things - Single Version|Miley Cyrus|213453
Did I Mention|Jeff Lewis|153787
TTYLXOX|Bella Thorne|154773
Nobody's Perfect|Hannah Montana|200827
"Bet On It - From ""High School Musical 2""/Soundtrack Version"|Troy|198320
"You Are the Music in Me - From ""High School Musical 2""/Soundtrack Version"|Troy|208947
Surf Crazy|Spencer Lee|182707
"Cruisin' for a Bruisin' - From ""Teen Beach Movie"""|Ross Lynch|195733
Like Me|Maia Mitchell|198640
Meant to Be|Ross Lynch|220253
Surf Crazy Finale|Teen Beach Movie Cast|151893
"It's On - From ""Camp Rock 2: The Final Jam"""|Demi Lovato|242773
"Shake It Up - From ""Shake It Up"""|Selena Gomez|180827
"Introducing Me - From ""Camp Rock 2: The Final Jam"""|Nick Jonas|186893
A Night to Remember - Original Version|High School Musical Cast|236400
"I Don't Dance - From ""High School Musical 2""/Soundtrack Version"|CHAD|217240
What I've Been Looking For|Ashley Tisdale|125493
Rock Star|Hannah Montana|178560
"Fabulous - From ""High School Musical 2""/Soundtrack Version"|Sharpay Evans|180693
"This is Our Song - From ""Camp Rock 2: The Final Jam"""|Demi Lovato|178200
Something About the Sunshine|Anna Margaret|186800
Too Much|Zendaya|187333
Start of Something New|Melodyia Music|193751
Dear Future Husband|Meghan Trainor|184227
Worldwide|Big Time Rush|224333
Breakout|Margaret Durante|179040
Make Your Mark|Drew Ryan Scott|217347
BAMM|Milo Manheim|186101
Shades|Christopher Wilde|183467
New Boyfriend|Anna Margaret|185333
Make a Movie|Jasmine Sagginario|190200
Nothing’s Gonna Stop Me Now|Olivia Holt|231293
Falling for Ya|Grace Phipps|192800
Oxygen|Maia Mitchell|181693
If Only|Dove Cameron|229813
Big Time Rush|Big Time Rush|197587
Moves Like Jagger|Maroon 5|202640
This Love|Maroon 5|206200
Little Talks|Of Monsters and Men|266600
One More Night|Maroon 5|219547
Counting Stars|OneRepublic|257267
Shape of You|Ed Sheeran|233713
I Kissed A Girl|Katy Perry|179640
Part Of Me|Katy Perry|216160
The Heart Wants What It Wants|Selena Gomez|227373
Turn Me On (feat. Nicki Minaj)|David Guetta|199680
Price Tag|Jessie J|223053
Who's Laughing Now|Jessie J|234880
Troublemaker (feat. Flo Rida)|Olly Murs|185587
Rather Be (feat. Jess Glynne)|Clean Bandit|227833
Boom Boom Pow|The Black Eyed Peas|251440
Trumpets|Jason Derulo|217307
Can You Love Me Again|Shake|225306
Kissing Strangers|DNCE|202480
My Nigga|YG|235600
Starboy|The Weeknd|230453
We Are Never Ever Getting Back Together|Taylor Swift|193147
Can't Help Falling in Love|Christian Leave|135714
I Don't Fuck With You|Big Sean|284387
"Happy - From ""Despicable Me 2"""|Pharrell Williams|232720
I Feel It Coming|The Weeknd|269187
All About Us|He Is We|206173
As Long As You Love Me|Justin Bieber|229467
22|Taylor Swift|232120
Burn|Ellie Goulding|231212
Love Me Like You Do|Ellie Goulding|253520
They Don't Know About Us|One Direction|201693
Cry Me a River|Justin Timberlake|288333
What About Love|Austin Mahone|203344
Sexy Bitch (feat. Akon)|David Guetta|195853
I Know You Want Me (Calle Ocho)|Pitbull|237120
Danza Kuduro|Don Omar|198773
Day 'N' Nite|Kid Cudi|162387
I Cry|Flo Rida|223800
Hall of Fame|The Script|202533
Can't Hold Us - feat. Ray Dalton|Macklemore & Ryan Lewis|258343
Shots|Lil Jon|218000
Thrift Shop (feat. Wanz)|Macklemore & Ryan Lewis|235613
Party Rock Anthem|LMFAO|262147
Suave (Kiss Me) (feat. Mohombi & Pitbull)|Nayer|222058
Scream & Shout|will.i.am|283400
Bump|Baby Blue|243480
Black Widow|Iggy Azalea|209423
Bitch I'm Madonna|Madonna|227480
Hollaback Girl|Gwen Stefani|199853
Papi|Jennifer Lopez|223493
Me, Myself & I|G-Eazy|251467
Whistle|Flo Rida|224653
Despacito|Luis Fonsi|229360
Firework|Katy Perry|227880
Your Love Is My Drug|Kesha|187133
Please Don't Stop the Musıc|Dolapdere Big Gang|250000
Party Rock Anthem|LMFAO|245800
Rather Be|Clean Bandit|231540
Sugar|Maroon 5|235493
The Fox (What Does the Fox Say?)|Ylvis|213708
Criminal|Britney Spears|225080
Attention|Charlie Puth|211475
Mistletoe|Justin Bieber|182947
Warriors|Imagine Dragons|170067
Heart Attack|Demi Lovato|210840
Hot N Cold|Katy Perry|220227
Since U Been Gone|Kelly Clarkson|188960
boyfriend (with Social House)|Ariana Grande|186107
God is a woman|Ariana Grande|197547
Side To Side|Ariana Grande|226160
Roar|Katy Perry|223546
Look What You Made Me Do|Taylor Swift|211853
Alarm|Anne-Marie|205593
Just the Way You Are|Bruno Mars|220733
Rude|MAGIC!|224840
Girl On Fire|Alicia Keys|224920
